threshold,accuracy,precision,recall,f1_score,balanced_accuracy,specificity,true_positives,false_positives,true_negatives,false_negatives
0.3,0.5411034788389099,0.5411034788389099,1.0,0.7022286125089864,0.5,0.0,14652,12426,0,0
0.35,0.6739788758401655,0.7456554749451662,0.6032623532623532,0.6669433335848487,0.6803129728648801,0.757363592467407,8839,3015,9411,5813
0.39999999999999997,0.6872368712608021,0.8210613770900405,0.5395850395850396,0.6512087640541988,0.7004620836103211,0.8613391276356027,7906,1723,10703,6746
0.44999999999999996,0.6887879459339685,0.8365956526441007,0.527982527982528,0.6473911042303025,0.7031913283724003,0.8784001287622727,7736,1511,10915,6916
0.49999999999999994,0.6887879459339685,0.8365956526441007,0.527982527982528,0.6473911042303025,0.7031913283724003,0.8784001287622727,7736,1511,10915,6916
0.5499999999999999,0.6887879459339685,0.8365956526441007,0.527982527982528,0.6473911042303025,0.7031913283724003,0.8784001287622727,7736,1511,10915,6916
0.5999999999999999,0.6887879459339685,0.8365956526441007,0.527982527982528,0.6473911042303025,0.7031913283724003,0.8784001287622727,7736,1511,10915,6916
0.6499999999999999,0.6887879459339685,0.8365956526441007,0.527982527982528,0.6473911042303025,0.7031913283724003,0.8784001287622727,7736,1511,10915,6916
0.7,0.6887879459339685,0.8365956526441007,0.527982527982528,0.6473911042303025,0.7031913283724003,0.8784001287622727,7736,1511,10915,6916
